C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\center_2023_06_25_13_08_47_524.jpg, C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\left_2023_06_25_13_08_47_524.jpg, C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\right_2023_06_25_13_08_47_524.jpg, 0, 0, 0, 0.9196958
C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\center_2023_06_25_13_08_47_628.jpg, C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\left_2023_06_25_13_08_47_628.jpg, C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\right_2023_06_25_13_08_47_628.jpg, 0, 0, 0, 0.910476
C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\center_2023_06_25_13_08_47_733.jpg, C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\left_2023_06_25_13_08_47_733.jpg, C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\right_2023_06_25_13_08_47_733.jpg, 0, 0, 0, 0.8995345
C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\center_2023_06_25_13_08_47_835.jpg, C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\left_2023_06_25_13_08_47_835.jpg, C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\right_2023_06_25_13_08_47_835.jpg, 0, 0, 0, 0.8905172
C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\center_2023_06_25_13_08_47_936.jpg, C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\left_2023_06_25_13_08_47_936.jpg, C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\right_2023_06_25_13_08_47_936.jpg, 0, 0, 0, 0.8815904
C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\center_2023_06_25_13_08_48_040.jpg, C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\left_2023_06_25_13_08_48_040.jpg, C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\right_2023_06_25_13_08_48_040.jpg, 0, 0, 0, 0.872753
C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\center_2023_06_25_13_08_48_143.jpg, C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\left_2023_06_25_13_08_48_143.jpg, C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\right_2023_06_25_13_08_48_143.jpg, 0, 0, 0, 0.8640044
C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\center_2023_06_25_13_08_48_244.jpg, C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\left_2023_06_25_13_08_48_244.jpg, C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\right_2023_06_25_13_08_48_244.jpg, 0, 0, 0, 0.8553436
C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\center_2023_06_25_13_08_48_348.jpg, C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\left_2023_06_25_13_08_48_348.jpg, C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\right_2023_06_25_13_08_48_348.jpg, 0, 0, 0, 0.8467697
C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\center_2023_06_25_13_08_48_451.jpg, C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\left_2023_06_25_13_08_48_451.jpg, C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\right_2023_06_25_13_08_48_451.jpg, 0, 0, 0, 0.8365946
C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\center_2023_06_25_13_08_48_552.jpg, C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\left_2023_06_25_13_08_48_552.jpg, C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\right_2023_06_25_13_08_48_552.jpg, 0, 0, 0, 0.828209
C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\center_2023_06_25_13_08_48_653.jpg, C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\left_2023_06_25_13_08_48_653.jpg, C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\right_2023_06_25_13_08_48_653.jpg, -0.3021723, 0, 0, 0.817186
C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\center_2023_06_25_13_08_48_762.jpg, C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\left_2023_06_25_13_08_48_762.jpg, C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\right_2023_06_25_13_08_48_762.jpg, -0.4956549, 0, 0, 0.8040977
C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\center_2023_06_25_13_08_48_865.jpg, C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\left_2023_06_25_13_08_48_865.jpg, C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\right_2023_06_25_13_08_48_865.jpg, -0.2015175, 0, 0, 0.7981598
C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\center_2023_06_25_13_08_48_967.jpg, C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\left_2023_06_25_13_08_48_967.jpg, C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\right_2023_06_25_13_08_48_967.jpg, 0, 0.1893618, 0, 0.8909499
C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\center_2023_06_25_13_08_49_072.jpg, C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\left_2023_06_25_13_08_49_072.jpg, C:\Users\marj3\Downloads\simulator-windows-64\DATA\IMG\right_2023_06_25_13_08_49_072.jpg, 0, 0.5524426, 0, 1.442431
